Year,Month,Day,Hour,power (MW),wind speed at 100m (m/s)
2010,3,23,20,0.407,4.101
2010,3,23,21,1.681,5.768
2010,3,23,22,5.282,8.276
2010,3,23,23,4.373,7.776
2010,3,24,0,3.357,7.162
2010,3,24,1,3.514,7.284
2010,3,24,2,10.035,10.324
2010,3,24,3,14.859,12.854
2010,3,24,4,15.72,13.846
2010,3,24,5,15.773,13.998
2010,3,24,6,15.35,13.312
2010,3,24,7,15.988,14.655
2010,3,24,8,15.441,13.379
2010,3,24,9,15.685,13.647
2010,3,24,10,15.805,14.026
2010,3,24,11,15.852,14.172
2010,3,24,12,15.298,13.199
2010,3,24,13,13.109,11.551
2010,3,24,14,10.301,10.358
2010,3,24,15,12.901,11.468
2010,3,24,16,12.697,11.392
2010,3,24,17,12.36,11.267
2010,3,24,18,15.172,13.141
2010,3,24,19,15.92,14.484
2010,3,24,20,11.559,10.953
2010,3,24,21,13.502,11.893
2010,3,24,22,15.094,13.086
2010,3,24,23,11.036,10.724
2010,3,25,0,15.55,13.55
2010,3,25,1,13.976,12.174
2010,3,25,2,15.312,13.275
2010,3,25,3,14.53,12.503
2010,3,25,4,10.954,10.653
2010,3,25,5,4.731,7.965
2010,3,25,6,1.309,5.377
2010,3,25,7,1.331,5.398
2010,3,25,8,0.66,4.498
2010,3,25,9,0.009,3.167
2010,3,25,10,0.424,4.135
2010,3,25,11,0,3.033
2010,3,25,12,0.76,4.641
2010,3,25,13,1.776,5.862
2010,3,25,14,2.204,6.299
2010,3,25,15,3.405,7.172
2010,3,25,16,9.481,10.055
2010,3,25,17,10.677,10.529
2010,3,25,18,15.52,13.507
2010,3,25,19,15.072,12.994
2010,3,25,20,16,14.938
2010,3,25,21,16,16.443
2010,3,25,22,16,16.928
2010,3,25,23,16,18.115
2010,3,26,0,16,19.028
2010,3,26,1,16,17.563
2010,3,26,2,16,18.423
2010,3,26,3,16,17.09
2010,3,26,4,16,18.255
2010,3,26,5,15.486,13.482
2010,3,26,6,16,17.011
2010,3,26,7,16,16.858
2010,3,26,8,16,16.193
2010,3,26,9,13.359,11.785
2010,3,26,10,15.841,14.172
2010,3,26,11,15.473,13.412
2010,3,26,12,15.23,13.141
2010,3,26,13,16,15.234
2010,3,26,14,16,14.627
2010,3,26,15,16,16.08
2010,3,26,16,16,16.339
2010,3,26,17,15.976,14.52
2010,3,26,18,15.835,14.078
2010,3,26,19,15.715,13.696
2010,3,26,20,15.04,12.906
2010,3,26,21,14.363,12.332
2010,3,26,22,14.344,12.314
2010,3,26,23,14.801,12.64
2010,3,27,0,15.341,13.193
2010,3,27,1,15.831,14.026
2010,3,27,2,15.783,13.852
2010,3,27,3,15.834,13.992
2010,3,27,4,15.696,13.529
2010,3,27,5,15.743,13.663
2010,3,27,6,14.878,12.604
2010,3,27,7,13.256,11.499
2010,3,27,8,12.499,11.13
2010,3,27,9,11.22,10.583
2010,3,27,10,9.247,9.808
2010,3,27,11,7.561,9.152
2010,3,27,12,6.312,8.6
2010,3,27,13,5.374,8.172
2010,3,27,14,4.127,7.492
2010,3,27,15,2.437,6.363
2010,3,27,16,1.184,5.16
2010,3,27,17,0.921,4.791
2010,3,27,18,0.924,4.797
2010,3,27,19,1.044,4.968
2010,3,27,20,1.091,5.035
2010,3,27,21,0.94,4.824
2010,3,27,22,0.781,4.602
2010,3,27,23,0.709,4.501
2010,3,28,0,0.936,4.821
2010,3,28,1,1.281,5.27
2010,3,28,2,1.806,5.807
2010,3,28,3,2.009,6.015
2010,3,28,4,2.295,6.28
2010,3,28,5,2.929,6.741
2010,3,28,6,2.905,6.726
2010,3,28,7,3.092,6.863
2010,3,28,8,3.119,6.884
2010,3,28,9,3.641,7.263
2010,3,28,10,3.836,7.373
2010,3,28,11,4.668,7.834
2010,3,28,12,5.599,8.34
2010,3,28,13,6.552,8.764
2010,3,28,14,6.92,8.929
2010,3,28,15,8.918,9.75
2010,3,28,16,7.2,9.063
2010,3,28,17,8.821,9.726
2010,3,28,18,9.246,9.891
2010,3,28,19,13.502,11.743
2010,3,28,20,15.239,13.08
2010,3,28,21,14.89,12.72
2010,3,28,22,16,15.359
2010,3,28,23,16,16.525
2010,3,29,0,16,16.748
2010,3,29,1,16,16.507
2010,3,29,2,16,17.932
2010,3,29,3,16,18.759
2010,3,29,4,16,19.821
2010,3,29,5,16,20.227
2010,3,29,6,16,21.176
2010,3,29,7,16,20.654
2010,3,29,8,16,19.775
2010,3,29,9,16,19.681
2010,3,29,10,16,19.495
2010,3,29,11,16,18.631
2010,3,29,12,16,20.187
2010,3,29,13,16,18.719
2010,3,29,14,16,18.552
2010,3,29,15,16,17.233
2010,3,29,16,16,19.449
2010,3,29,17,16,18.643
2010,3,29,18,16,17.325
2010,3,29,19,16,15.213
2010,3,29,20,16,14.926
2010,3,29,21,16,14.774
2010,3,29,22,16,14.889
2010,3,29,23,13.892,12.167
2010,3,30,0,16,15.53
2010,3,30,1,15.444,13.486
2010,3,30,2,15.085,13.068
2010,3,30,3,15.148,13.147
2010,3,30,4,0.896,4.865
2010,3,30,5,0.425,4.168
2010,3,30,6,0.926,4.91
2010,3,30,7,1.93,6.06
2010,3,30,8,9.833,10.254
2010,3,30,9,3.531,7.317
2010,3,30,10,8.545,9.759
2010,3,30,11,7.363,9.269
2010,3,30,12,16,15.582
2010,3,30,13,15.961,14.663
2010,3,30,14,16,18.689
2010,3,30,15,16,20.535
2010,3,30,16,16,19.452
2010,3,30,17,16,16.592
2010,3,30,18,0.864,4.824
2010,3,30,19,2.795,6.793
2010,3,30,20,9.139,10
2010,3,30,21,4.193,7.708
2010,3,30,22,0.782,4.699
2010,3,30,23,12.657,11.453
2010,3,31,0,15.539,13.577
2010,3,31,1,10.382,10.47
2010,3,31,2,11.445,10.913
2010,3,31,3,10.028,10.326
2010,3,31,4,8.905,9.891
2010,3,31,5,6.096,8.691
2010,3,31,6,11.79,11.038
2010,3,31,7,9.022,9.912
2010,3,31,8,4.718,7.968
2010,3,31,9,3.311,7.126
2010,3,31,10,3.467,7.239
2010,3,31,11,3.969,7.547
2010,3,31,12,4.998,8.12
2010,3,31,13,4.874,8.05
2010,3,31,14,4.134,7.638
2010,3,31,15,5.09,8.172
2010,3,31,16,6.217,8.725
2010,3,31,17,4.535,7.87
2010,3,31,18,4.12,7.638
2010,3,31,19,2.826,6.775
2010,3,31,20,1.977,6.082
2010,3,31,21,2.453,6.497
2010,3,31,22,1.33,5.408
2010,3,31,23,0.401,4.092
2010,4,1,0,0.944,4.91
2010,4,1,1,0.724,4.593
2010,4,1,2,0.179,3.567
2010,4,1,3,0.413,4.111
2010,4,1,4,0.379,4.034
2010,4,1,5,0.326,3.909
2010,4,1,6,0,3.113
2010,4,1,7,0,2.133
2010,4,1,8,0,2.484
2010,4,1,9,0.051,3.265
2010,4,1,10,0.174,3.549
2010,4,1,11,0.971,4.931
2010,4,1,12,1.027,5.014
2010,4,1,13,1.029,5.017
2010,4,1,14,0,3.106
2010,4,1,15,0,1.837
2010,4,1,16,0,2.59
2010,4,1,17,0,3.118
2010,4,1,18,0.928,4.879
2010,4,1,19,0.932,4.885
2010,4,1,20,1.017,5.008
2010,4,1,21,0.696,4.553
2010,4,1,22,1.14,5.185
2010,4,1,23,0.491,4.263
2010,4,2,0,0.417,4.129
2010,4,2,1,0.122,3.439
2010,4,2,2,0.528,4.309
2010,4,2,3,0.289,3.823
2010,4,2,4,0.35,3.964
2010,4,2,5,0,2.945
2010,4,2,6,0.09,3.353
2010,4,2,7,0,2.975
2010,4,2,8,0,2.154
2010,4,2,9,0,1.94
2010,4,2,10,0,1.651
2010,4,2,11,0,1.303
2010,4,2,12,0,2.014
2010,4,2,13,0,2.13
2010,4,2,14,0,2.42
2010,4,2,15,0,2.801
2010,4,2,16,0.283,3.781
2010,4,2,17,0.421,4.104
2010,4,2,18,0.288,3.796
2010,4,2,19,0.388,4.028
2010,4,2,20,0.337,3.909
2010,4,2,21,0.21,3.616
2010,4,2,22,0.125,3.418
2010,4,2,23,0.085,3.323
2010,4,3,0,0,2.835
2010,4,3,1,0,2.658
2010,4,3,2,0,2.893
2010,4,3,3,0.048,3.241
2010,4,3,4,0,3.018
2010,4,3,5,0,2.688
2010,4,3,6,0,2.328
2010,4,3,7,0,1.843
2010,4,3,8,0,2.352
2010,4,3,9,0,1.608
2010,4,3,10,0.035,3.204
2010,4,3,11,0.281,3.775
2010,4,3,12,0.25,3.704
2010,4,3,13,0.321,3.869
2010,4,3,14,0.323,3.875
2010,4,3,15,1.057,5.035
2010,4,3,16,1.208,5.243
2010,4,3,17,2.08,6.143
2010,4,3,18,1.148,5.169
2010,4,3,19,1.654,5.706
2010,4,3,20,3.124,6.949
2010,4,3,21,3.864,7.449
2010,4,3,22,4.721,7.928
2010,4,3,23,7.086,9.073
2010,4,4,0,3.762,7.397
2010,4,4,1,4.158,7.614
2010,4,4,2,6.926,9.002
2010,4,4,3,12.998,11.493
2010,4,4,4,9.226,9.942
2010,4,4,5,11.659,10.919
2010,4,4,6,6.639,8.874
2010,4,4,7,4.996,8.084
2010,4,4,8,4.52,7.821
2010,4,4,9,3.249,7.049
2010,4,4,10,0.487,4.239
2010,4,4,11,0.045,3.244
2010,4,4,12,0,2.484
2010,4,4,13,0.02,3.189
2010,4,4,14,0,3.015
2010,4,4,15,0,2.81
2010,4,4,16,0,2.682
2010,4,4,17,0,2.526
2010,4,4,18,0.033,3.241
2010,4,4,19,0.431,4.18
2010,4,4,20,0.578,4.412
2010,4,4,21,1.285,5.395
2010,4,4,22,1.435,5.557
2010,4,4,23,1.458,5.575
2010,4,5,0,1.654,5.774
2010,4,5,1,0.898,4.883
2010,4,5,2,1.084,5.145
2010,4,5,3,0.757,4.669
2010,4,5,4,0.284,3.833
2010,4,5,5,1.064,5.099
2010,4,5,6,2.597,6.625
2010,4,5,7,2.174,6.305
2010,4,5,8,0.463,4.235
2010,4,5,9,0.401,4.101
2010,4,5,10,1.218,5.301
2010,4,5,11,2.001,6.115
2010,4,5,12,1.376,5.465
2010,4,5,13,1.742,5.844
2010,4,5,14,2.888,6.82
2010,4,5,15,3.559,7.303
2010,4,5,16,3.621,7.33
2010,4,5,17,2.54,6.521
2010,4,5,18,4.711,7.931
2010,4,5,19,10.263,10.364
2010,4,5,20,13.005,11.551
2010,4,5,21,15.024,12.958
2010,4,5,22,15.332,13.266
2010,4,5,23,15.729,13.809
2010,4,6,0,15.317,13.254
2010,4,6,1,16,14.768
2010,4,6,2,14.817,12.753
2010,4,6,3,9.463,10.095
2010,4,6,4,5.477,8.401
2010,4,6,5,3.034,6.936
2010,4,6,6,1.583,5.679
2010,4,6,7,1.608,5.719
2010,4,6,8,0.32,3.918
2010,4,6,9,0,3.061
2010,4,6,10,0,1.339
2010,4,6,11,0,1.583
2010,4,6,12,0,3.131
2010,4,6,13,0.621,4.452
2010,4,6,14,1.248,5.325
2010,4,6,15,0.581,4.4
2010,4,6,16,0.513,4.309
2010,4,6,17,1.67,5.783
2010,4,6,18,2.533,6.561
2010,4,6,19,0.262,3.784
2010,4,6,20,0.474,4.254
2010,4,6,21,0.773,4.681
2010,4,6,22,1.105,5.151
2010,4,6,23,0.509,4.3
2010,4,7,0,0.737,4.629
2010,4,7,1,0.791,4.715
2010,4,7,2,2.129,6.277
2010,4,7,3,3.874,7.55
2010,4,7,4,10.327,10.468
2010,4,7,5,15.55,13.641
2010,4,7,6,15.949,14.694
2010,4,7,7,15.287,13.4
2010,4,7,8,13.91,12.247
2010,4,7,9,14.132,12.427
2010,4,7,10,12.237,11.368
2010,4,7,11,12.192,11.343
2010,4,7,12,13.566,12.063
2010,4,7,13,13.089,11.755
2010,4,7,14,13.667,12.127
2010,4,7,15,12.779,11.606
2010,4,7,16,12.907,11.682
2010,4,7,17,12.178,11.374
2010,4,7,18,13.283,11.926
2010,4,7,19,12.243,11.432
2010,4,7,20,9.427,10.254
2010,4,7,21,8.706,9.964
2010,4,7,22,10.994,10.879
2010,4,7,23,11.028,10.891
2010,4,8,0,9.56,10.278
2010,4,8,1,12.797,11.658
2010,4,8,2,11.785,11.224
2010,4,8,3,11.669,11.154
2010,4,8,4,15.293,13.452
2010,4,8,5,15.749,14.096
2010,4,8,6,15.13,13.235
2010,4,8,7,12.13,11.27
2010,4,8,8,10.791,10.654
2010,4,8,9,9.635,10.202
2010,4,8,10,7.286,9.289
2010,4,8,11,9.27,10.107
2010,4,8,12,4.788,8.045
2010,4,8,13,7.689,9.436
2010,4,8,14,11.463,10.925
2010,4,8,15,7.017,9.101
2010,4,8,16,4.403,7.81
2010,4,8,17,4.013,7.593
2010,4,8,18,5.374,8.359
2010,4,8,19,6.943,9.085
2010,4,8,20,14.545,12.58
2010,4,8,21,16,15.183
2010,4,8,22,16,16.049
2010,4,8,23,16,18.826
2010,4,9,0,16,16.956
2010,4,9,1,16,16.367
2010,4,9,2,16,17.453
2010,4,9,3,16,18.814
2010,4,9,4,16,17.902
2010,4,9,5,16,17.365
2010,4,9,6,16,16.251
2010,4,9,7,14.963,12.985
2010,4,9,8,15.815,14.206
2010,4,9,9,5.391,8.395
2010,4,9,10,3.387,7.229
2010,4,9,11,11.403,10.928
2010,4,9,12,13.814,12.109
2010,4,9,13,6.061,8.691
2010,4,9,14,3.96,7.568
2010,4,9,15,9.031,9.939
2010,4,9,16,2.825,6.796
2010,4,9,17,2.51,6.561
2010,4,9,18,0.254,3.763
2010,4,9,19,0,1.541
2010,4,9,20,0,2.221
2010,4,9,21,0.902,4.87
2010,4,9,22,6.306,8.792
2010,4,9,23,16,15.918
2010,4,10,0,16,16.257
2010,4,10,1,15.188,13.184
2010,4,10,2,15.932,14.511
2010,4,10,3,15.743,13.867
2010,4,10,4,15.874,14.264
2010,4,10,5,13.131,11.575
2010,4,10,6,15.917,14.37
2010,4,10,7,15.569,13.455
2010,4,10,8,15.394,13.257
2010,4,10,9,15.657,13.522
2010,4,10,10,14.594,12.436
2010,4,10,11,14.618,12.439
2010,4,10,12,13.499,11.731
2010,4,10,13,13.721,11.874
2010,4,10,14,11.511,10.8
2010,4,10,15,12.038,11.032
2010,4,10,16,13.17,11.554
2010,4,10,17,12.983,11.46
2010,4,10,18,13.367,11.694
2010,4,10,19,13.048,11.508
2010,4,10,20,13.946,12.091
2010,4,10,21,13.243,11.661
2010,4,10,22,11.864,11.02
2010,4,10,23,11.758,10.983
2010,4,11,0,13.068,11.563
2010,4,11,1,10.46,10.437
2010,4,11,2,10.878,10.623
2010,4,11,3,13.475,11.822
2010,4,11,4,13.906,12.091
2010,4,11,5,10.785,10.565
2010,4,11,6,8.344,9.613
2010,4,11,7,5.376,8.297
2010,4,11,8,13.129,11.572
2010,4,11,9,12.769,11.398
2010,4,11,10,11.975,11.056
2010,4,11,11,10.902,10.592
2010,4,11,12,9.883,10.187
2010,4,11,13,8.559,9.677
2010,4,11,14,8.142,9.53
2010,4,11,15,9.415,10.034
2010,4,11,16,10.22,10.364
2010,4,11,17,9.133,9.955
2010,4,11,18,9.061,9.949
2010,4,11,19,8.055,9.576
2010,4,11,20,7.35,9.277
2010,4,11,21,7.045,9.119
2010,4,11,22,5.488,8.42
2010,4,11,23,0.383,4.068
2010,4,12,0,6.177,8.758
2010,4,12,1,6.51,8.896
2010,4,12,2,5.973,8.639
2010,4,12,3,10.767,10.596
2010,4,12,4,4.136,7.638
2010,4,12,5,0.229,3.68
2010,4,12,6,0.854,4.77
2010,4,12,7,2.266,6.338
2010,4,12,8,3.125,6.967
2010,4,12,9,0.794,4.678
2010,4,12,10,0.686,4.525
2010,4,12,11,0.905,4.84
2010,4,12,12,0.674,4.504
2010,4,12,13,0,3.054
2010,4,12,14,0,2.972
2010,4,12,15,0,3.057
2010,4,12,16,0.311,3.875
2010,4,12,17,0.45,4.202
2010,4,12,18,0,2.987
2010,4,12,19,0,2.682
2010,4,12,20,0,1.84
2010,4,12,21,0,1.956
2010,4,12,22,0.222,3.673
2010,4,12,23,3.279,7.11
2010,4,13,0,4.081,7.614
2010,4,13,1,13.129,11.611
2010,4,13,2,9.682,10.138
2010,4,13,3,4.882,8.032
2010,4,13,4,6.443,8.792
2010,4,13,5,6.698,8.899
2010,4,13,6,8.021,9.475
2010,4,13,7,6.167,8.655
2010,4,13,8,6.687,8.874
2010,4,13,9,6.817,8.929
2010,4,13,10,5.414,8.291
2010,4,13,11,5.071,8.099
2010,4,13,12,3.736,7.358
2010,4,13,13,3.783,7.382
2010,4,13,14,4.453,7.754
2010,4,13,15,3.712,7.348
2010,4,13,16,0.966,4.907
2010,4,13,17,0,2.606
2010,4,13,18,0,2.481
2010,4,13,19,0.123,3.421
2010,4,13,20,0.263,3.744
2010,4,13,21,0.297,3.823
2010,4,13,22,0.225,3.656
2010,4,13,23,0.446,4.165
2010,4,14,0,0.328,3.891
2010,4,14,1,0.201,3.595
2010,4,14,2,0.11,3.384
2010,4,14,3,0.011,3.155
2010,4,14,4,0.423,4.11
2010,4,14,5,0.063,3.274
2010,4,14,6,0,2.658
2010,4,14,7,0,2.844
2010,4,14,8,0,2.755
2010,4,14,9,0,2.902
2010,4,14,10,0,3.076
2010,4,14,11,0.361,3.961
2010,4,14,12,0.525,4.272
2010,4,14,13,0.4,4.052
2010,4,14,14,0.204,3.601
2010,4,14,15,0,2.539
2010,4,14,16,0,2.548
2010,4,14,17,0.276,3.778
2010,4,14,18,1.059,5.05
2010,4,14,19,2.319,6.369
2010,4,14,20,2.895,6.796
2010,4,14,21,3.625,7.339
2010,4,14,22,6.937,9.012
2010,4,14,23,8.767,9.756
2010,4,15,0,10.178,10.294
2010,4,15,1,14.065,12.186
2010,4,15,2,10.699,10.504
2010,4,15,3,11.735,10.983
2010,4,15,4,15.04,12.955
2010,4,15,5,6.926,9.027
2010,4,15,6,3.813,7.452
2010,4,15,7,3.316,7.113
2010,4,15,8,3.702,7.382
2010,4,15,9,3.994,7.55
2010,4,15,10,2.988,6.872
2010,4,15,11,2.796,6.726
2010,4,15,12,2.583,6.567
2010,4,15,13,1.923,6.003
2010,4,15,14,1.933,6.021
2010,4,15,15,1.849,5.945
2010,4,15,16,1.039,5.057
2010,4,15,17,0.628,4.47
2010,4,15,18,1.465,5.563
2010,4,15,19,1.529,5.633
2010,4,15,20,0.877,4.834
2010,4,15,21,0.362,4.016
2010,4,15,22,0.359,4.01
2010,4,15,23,0.432,4.184
2010,4,16,0,0.126,3.463
2010,4,16,1,15.81,14.023
2010,4,16,2,14.724,12.576
2010,4,16,3,14.858,12.72
2010,4,16,4,14.324,12.308
2010,4,16,5,13.058,11.505
2010,4,16,6,14.121,12.179
2010,4,16,7,12.672,11.337
2010,4,16,8,13.961,12.082
2010,4,16,9,14.987,12.863
2010,4,16,10,10.115,10.269
2010,4,16,11,15.842,14.126
2010,4,16,12,13.333,11.685
2010,4,16,13,12.116,11.105
2010,4,16,14,14.647,12.521
2010,4,16,15,10.889,10.583
2010,4,16,16,8.719,9.747
2010,4,16,17,8.983,9.854
2010,4,16,18,8.136,9.537
2010,4,16,19,7.885,9.445
2010,4,16,20,8.827,9.808
2010,4,16,21,9.663,10.132
2010,4,16,22,12.32,11.23
2010,4,16,23,13.844,12.057
2010,4,17,0,13.441,11.804
2010,4,17,1,14.6,12.549
2010,4,17,2,10.742,10.562
2010,4,17,3,7.388,9.247
2010,4,17,4,1.136,5.185
2010,4,17,5,0.621,4.449
2010,4,17,6,0.366,4.009
2010,4,17,7,0,0.824
2010,4,17,8,0,2.514
2010,4,17,9,0.553,4.351
2010,4,17,10,0.032,3.228
2010,4,17,11,0,3.106
2010,4,17,12,0,2.655
2010,4,17,13,0,1.919
2010,4,17,14,0.45,4.202
2010,4,17,15,0.675,4.525
2010,4,17,16,0.239,3.711
2010,4,17,17,0.283,3.814
2010,4,17,18,0,1.825
2010,4,17,19,0.315,3.89
2010,4,17,20,0,3.115
2010,4,17,21,1.483,5.578
2010,4,17,22,0,1.19
2010,4,17,23,0.077,3.335
2010,4,18,0,0,2.569
2010,4,18,1,2.582,6.598
2010,4,18,2,4.024,7.577
2010,4,18,3,3.848,7.473
2010,4,18,4,2.852,6.775
2010,4,18,5,5.569,8.414
2010,4,18,6,5.671,8.453
2010,4,18,7,5.959,8.578
2010,4,18,8,5.393,8.307
2010,4,18,9,4.552,7.837
2010,4,18,10,3.319,7.095
2010,4,18,11,3.247,7.04
2010,4,18,12,2.125,6.198
2010,4,18,13,1.487,5.542
2010,4,18,14,1,4.971
2010,4,18,15,1.156,5.197
2010,4,18,16,3.969,7.522
2010,4,18,17,6.271,8.725
2010,4,18,18,7.823,9.427
2010,4,18,19,9.919,10.238
2010,4,18,20,12.002,11.114
2010,4,18,21,11.575,10.937
2010,4,18,22,10.742,10.571
2010,4,18,23,3.836,7.486
2010,4,19,0,3.221,7.071
2010,4,19,1,10.115,10.348
2010,4,19,2,8.993,9.912
2010,4,19,3,11.463,10.888
2010,4,19,4,12.038,11.127
2010,4,19,5,9.4,10.043
2010,4,19,6,7.786,9.42
2010,4,19,7,7.884,9.457
2010,4,19,8,7.897,9.457
2010,4,19,9,9.474,10.055
2010,4,19,10,7.782,9.399
2010,4,19,11,7.187,9.128
2010,4,19,12,3.561,7.278
2010,4,19,13,1.96,6.039
2010,4,19,14,2.323,6.384
2010,4,19,15,3.951,7.528
2010,4,19,16,6.505,8.852
2010,4,19,17,5.611,8.459
2010,4,19,18,5.049,8.166
2010,4,19,19,2.675,6.677
2010,4,19,20,1.467,5.566
2010,4,19,21,3.018,6.936
2010,4,19,22,3.09,6.991
2010,4,19,23,4.795,8.041
2010,4,20,0,8.629,9.793
2010,4,20,1,7.298,9.243
2010,4,20,2,6.108,8.706
2010,4,20,3,6.023,8.664
2010,4,20,4,3.701,7.416
2010,4,20,5,4.048,7.602
2010,4,20,6,2.522,6.549
2010,4,20,7,3.201,7.049
2010,4,20,8,2.192,6.305
2010,4,20,9,2.19,6.305
2010,4,20,10,1.801,5.902
2010,4,20,11,3.315,7.129
2010,4,20,12,3.507,7.266
2010,4,20,13,2.971,6.872
2010,4,20,14,1.972,6.079
2010,4,20,15,1.011,5.02
2010,4,20,16,1.336,5.432
2010,4,20,17,2.247,6.369
2010,4,20,18,4.833,8.066
2010,4,20,19,5.222,8.288
2010,4,20,20,6.143,8.728
2010,4,20,21,10.841,10.644
2010,4,20,22,12.78,11.468
2010,4,20,23,9.162,9.964
2010,4,21,0,10.977,10.687
2010,4,21,1,11.133,10.764
2010,4,21,2,13.554,11.917
2010,4,21,3,14.914,12.887
2010,4,21,4,14.814,12.778
2010,4,21,5,13.247,11.719
2010,4,21,6,13.027,11.575
2010,4,21,7,13.218,11.703
2010,4,21,8,10.004,10.303
2010,4,21,9,6.676,8.948
2010,4,21,10,6.224,8.746
2010,4,21,11,4.064,7.617
2010,4,21,12,1.92,6.024
2010,4,21,13,1.597,5.688
2010,4,21,14,1.381,5.468
2010,4,21,15,1.65,5.749
2010,4,21,16,3.539,7.315
2010,4,21,17,4.563,7.907
2010,4,21,18,8.552,9.75
2010,4,21,19,10.277,10.412
2010,4,21,20,11.914,11.111
2010,4,21,21,11.894,11.096
2010,4,21,22,13.34,11.783
2010,4,21,23,12.317,11.267
2010,4,22,0,11.595,10.95
2010,4,22,1,9.432,10.071
2010,4,22,2,12.697,11.45
2010,4,22,3,4.679,7.977
2010,4,22,4,1.942,6.067
2010,4,22,5,1.609,5.716
2010,4,22,6,2.302,6.405
2010,4,22,7,2.145,6.277
2010,4,22,8,1.78,5.896
2010,4,22,9,1.565,5.673
2010,4,22,10,0.478,4.26
2010,4,22,11,0.979,4.971
2010,4,22,12,0.8,4.718
2010,4,22,13,1.025,5.038
2010,4,22,14,0.848,4.785
2010,4,22,15,0.828,4.76
2010,4,22,16,1.35,5.447
2010,4,22,17,2.34,6.439
2010,4,22,18,3.359,7.193
2010,4,22,19,4.962,8.142
2010,4,22,20,6.833,9.045
2010,4,22,21,16,15.137
2010,4,22,22,3.254,7.129
2010,4,22,23,8.323,9.671
2010,4,23,0,4.782,8.047
2010,4,23,1,4.423,7.846
2010,4,23,2,4.552,7.898
2010,4,23,3,11.265,10.852
2010,4,23,4,14.544,12.564
2010,4,23,5,7.513,9.32
2010,4,23,6,7.377,9.247
2010,4,23,7,9.611,10.126
2010,4,23,8,9.154,9.942
2010,4,23,9,10.805,10.577
2010,4,23,10,8.407,9.647
2010,4,23,11,8.571,9.707
2010,4,23,12,8.407,9.646
2010,4,23,13,6.961,9.042
2010,4,23,14,5.593,8.438
2010,4,23,15,5.197,8.236
2010,4,23,16,6.18,8.724
2010,4,23,17,6.555,8.905
2010,4,23,18,3.114,7.013
2010,4,23,19,4.218,7.733
2010,4,23,20,4.975,8.163
2010,4,23,21,4.654,7.986
2010,4,23,22,10.935,10.73
2010,4,23,23,6.603,8.957
2010,4,24,0,3.025,6.952
2010,4,24,1,8.645,9.805
2010,4,24,2,11.115,10.769
2010,4,24,3,12.975,11.56
2010,4,24,4,15.377,13.357
2010,4,24,5,13.357,11.752
2010,4,24,6,11.154,10.736
2010,4,24,7,10.568,10.489
2010,4,24,8,6.098,8.657
2010,4,24,9,3.39,7.165
2010,4,24,10,3.191,7.016
2010,4,24,11,4.335,7.727
2010,4,24,12,3.118,6.964
2010,4,24,13,1.406,5.471
2010,4,24,14,0.595,4.406
2010,4,24,15,0,1.776
2010,4,24,16,0,0.961
2010,4,24,17,0,2.45
2010,4,24,18,0.789,4.696
2010,4,24,19,3.425,7.214
2010,4,24,20,5.992,8.618
2010,4,24,21,5.063,8.154
2010,4,24,22,4.627,7.913
2010,4,24,23,5.866,8.563
2010,4,25,0,6.836,8.996
2010,4,25,1,6.175,8.7
2010,4,25,2,5.195,8.227
2010,4,25,3,4.481,7.831
2010,4,25,4,5.086,8.172
2010,4,25,5,5.218,8.246
2010,4,25,6,3.777,7.443
2010,4,25,7,3.813,7.465
2010,4,25,8,7.561,9.323
2010,4,25,9,1.452,5.526
2010,4,25,10,0.504,4.278
2010,4,25,11,0.976,4.953
2010,4,25,12,2.202,6.305
2010,4,25,13,2.214,6.317
2010,4,25,14,2.176,6.28
2010,4,25,15,3.326,7.135
2010,4,25,16,5.504,8.407
2010,4,25,17,3.853,7.489
2010,4,25,18,5.731,8.517
2010,4,25,19,5.339,8.325
2010,4,25,20,5.246,8.276
2010,4,25,21,5.071,8.182
2010,4,25,22,7.599,9.369
2010,4,25,23,7.338,9.253
2010,4,26,0,7.217,9.201
2010,4,26,1,7.618,9.384
2010,4,26,2,6.955,9.088
2010,4,26,3,7.32,9.256
2010,4,26,4,4.723,8.002
2010,4,26,5,5.565,8.468
2010,4,26,6,4.006,7.602
2010,4,26,7,3.01,6.936
2010,4,26,8,3.134,7.028
2010,4,26,9,3.509,7.306
2010,4,26,10,3.876,7.535
2010,4,26,11,3.21,7.089
2010,4,26,12,2.355,6.458
2010,4,26,13,1.677,5.798
2010,4,26,14,0.383,4.071
2010,4,26,15,2.96,6.906
2010,4,26,16,4.74,8.023
2010,4,26,17,3.723,7.452
2010,4,26,18,4.271,7.76
2010,4,26,19,6.093,8.719
2010,4,26,20,7.431,9.323
2010,4,26,21,8.373,9.714
2010,4,26,22,8.095,9.607
2010,4,26,23,7.848,9.512
2010,4,27,0,9.43,10.122
2010,4,27,1,7.238,9.237
2010,4,27,2,4.322,7.791
2010,4,27,3,2.861,6.833
2010,4,27,4,6.246,8.786
2010,4,27,5,7.433,9.323
2010,4,27,6,5.67,8.527
2010,4,27,7,5.15,8.249
2010,4,27,8,3.958,7.58
2010,4,27,9,2.994,6.927
2010,4,27,10,2.443,6.521
2010,4,27,11,1.494,5.606
2010,4,27,12,1.019,5.044
2010,4,27,13,0.43,4.181
2010,4,27,14,0,2.862
2010,4,27,15,0.192,3.622
