YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-11-15,8:00,82.3,122.6,187,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,54,28,87,31,42,28,91,10,474,16,28,10,-9900,99,-9900,99,-9900,99,1.6,51,0.103,1,0.052,1,0.281,51,0.15,0
2010-11-15,9:00,73.5,134.0,397,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,218,28,352,31,118,28,244,10,712,16,42,10,-9900,99,-9900,99,-9900,99,1.6,51,0.103,1,0.052,1,0.281,51,0.15,0
2010-11-15,10:00,66.3,147.1,561,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,356,28,652,31,95,28,380,10,814,16,54,10,-9900,99,-9900,99,-9900,99,1.6,3,0.103,1,0.052,1,0.281,51,0.15,0
2010-11-15,11:00,61.4,161.9,668,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,361,28,408,31,166,28,472,10,860,16,61,10,-9900,99,-9900,99,-9900,99,1.6,51,0.103,1,0.052,1,0.281,51,0.15,0
2010-11-15,12:00,59.5,178.1,710,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,401,28,497,31,149,28,508,10,875,16,64,10,-9900,99,-9900,99,-9900,99,1.7,51,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,13:00,60.7,194.4,684,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,418,28,462,31,192,28,485,10,865,16,62,10,-9900,99,-9900,99,-9900,99,1.7,3,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,14:00,65.0,209.6,591,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,273,28,339,31,130,28,405,10,826,16,56,10,-9900,99,-9900,99,-9900,99,1.7,51,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,15:00,71.7,223.1,439,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,240,28,474,31,92,28,278,10,741,16,45,10,-9900,99,-9900,99,-9900,99,1.7,51,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,16:00,80.2,234.8,237,1398,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,122,28,533,31,31,28,125,10,548,16,32,10,-9900,99,-9900,99,-9900,99,1.7,3,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,17:00,87.5,242.9,33,757,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,11,28,123,31,6,28,11,10,126,16,6,10,-9900,99,-9900,99,-9900,99,1.6,51,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.103,1,0.052,1,0.280,51,0.15,0
2010-11-15,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.103,1,0.052,1,0.279,51,0.15,0
2010-11-15,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.103,1,0.052,1,0.279,51,0.15,0
2010-11-15,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.103,1,0.052,1,0.279,51,0.15,0
2010-11-15,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,3,0.103,1,0.052,1,0.279,51,0.15,0
2010-11-15,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.103,1,0.052,1,0.279,51,0.15,0
2010-11-15,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.103,1,0.052,1,0.279,51,0.15,0
2010-11-16,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.102,1,0.052,1,0.279,51,0.15,0
2010-11-16,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.102,1,0.052,1,0.278,51,0.15,0
2010-11-16,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,51,0.102,1,0.052,1,0.278,51,0.15,0
2010-11-16,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,3,0.102,1,0.052,1,0.278,51,0.15,0
2010-11-16,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.3,51,0.102,1,0.052,1,0.278,51,0.15,0
2010-11-16,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.102,1,0.052,1,0.278,51,0.15,0
2010-11-16,7:00,88.6,116.1,10,408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,28,0,31,1,28,2,10,12,16,1,10,-9900,99,-9900,99,-9900,99,2.5,3,0.102,1,0.115,1,0.278,51,0.15,0
2010-11-16,8:00,82.5,122.8,182,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,20,28,0,31,20,28,76,10,288,16,38,10,-9900,99,-9900,99,-9900,99,2.5,51,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,9:00,73.7,134.1,391,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,45,28,0,31,45,28,218,10,556,16,63,10,-9900,99,-9900,99,-9900,99,2.5,51,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,10:00,66.6,147.1,556,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,72,28,0,31,72,28,351,10,680,16,81,10,-9900,99,-9900,99,-9900,99,2.5,3,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,11:00,61.7,161.9,663,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,90,28,0,31,90,28,442,10,738,16,92,10,-9900,99,-9900,99,-9900,99,2.5,51,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,12:00,59.7,178.0,705,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,98,28,0,31,98,28,478,10,758,16,96,10,-9900,99,-9900,99,-9900,99,2.5,51,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,13:00,61.0,194.3,679,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,93,28,0,31,93,28,455,10,746,16,94,10,-9900,99,-9900,99,-9900,99,2.5,3,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,14:00,65.2,209.5,587,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,77,28,0,31,77,28,377,10,698,16,84,10,-9900,99,-9900,99,-9900,99,2.5,51,0.102,1,0.115,1,0.277,51,0.15,0
2010-11-16,15:00,71.9,222.9,434,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,51,28,0,31,51,28,252,10,594,16,67,10,-9900,99,-9900,99,-9900,99,2.5,51,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,16:00,80.4,234.6,234,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,23,28,0,31,23,28,107,10,370,16,45,10,-9900,99,-9900,99,-9900,99,2.5,3,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,17:00,87.5,242.6,32,734,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,28,0,31,3,28,8,10,40,16,6,10,-9900,99,-9900,99,-9900,99,2.4,51,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.3,51,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,3,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.6,51,0.102,1,0.115,1,0.276,51,0.15,0
2010-11-16,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.9,3,0.102,1,0.115,1,0.275,51,0.15,0
2010-11-16,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.2,51,0.102,1,0.115,1,0.275,51,0.15,0
2010-11-16,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.102,1,0.115,1,0.275,51,0.15,0
2010-11-17,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.8,3,0.101,1,0.115,1,0.275,2,0.15,0
2010-11-17,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.6,51,0.101,1,0.115,1,0.275,51,0.15,0
2010-11-17,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.101,1,0.115,1,0.276,51,0.15,0
2010-11-17,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.101,1,0.115,1,0.276,51,0.15,0
2010-11-17,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.1,51,0.101,1,0.115,1,0.276,51,0.15,0
2010-11-17,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.8,51,0.101,1,0.115,1,0.276,51,0.15,0
2010-11-17,7:00,88.7,116.4,9,385,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,28,0,31,1,28,2,10,24,16,1,10,-9900,99,-9900,99,-9900,99,2.5,3,0.101,1,0.082,1,0.277,51,0.15,0
2010-11-17,8:00,82.7,122.9,177,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,18,28,0,31,18,28,78,10,360,16,33,10,-9900,99,-9900,99,-9900,99,2.2,51,0.101,1,0.082,1,0.277,51,0.15,0
2010-11-17,9:00,74.0,134.2,386,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,47,28,0,31,47,28,225,10,627,16,52,10,-9900,99,-9900,99,-9900,99,1.9,51,0.101,1,0.082,1,0.277,51,0.15,0
2010-11-17,10:00,66.8,147.2,551,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,75,28,0,31,75,28,361,10,748,16,67,10,-9900,99,-9900,99,-9900,99,1.7,3,0.101,1,0.082,1,0.277,51,0.15,0
2010-11-17,11:00,61.9,162.0,658,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,93,28,0,31,93,28,454,10,804,16,76,10,-9900,99,-9900,99,-9900,99,1.6,51,0.101,1,0.082,1,0.278,51,0.15,0
2010-11-17,12:00,60.0,178.0,700,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,101,28,0,31,101,28,491,10,823,16,79,10,-9900,99,-9900,99,-9900,99,1.5,51,0.101,1,0.082,1,0.278,51,0.15,0
2010-11-17,13:00,61.2,194.2,674,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,96,28,0,31,96,28,469,10,813,16,77,10,-9900,99,-9900,99,-9900,99,1.5,3,0.101,1,0.082,1,0.278,51,0.15,0
2010-11-17,14:00,65.4,209.3,582,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,80,28,0,31,80,28,390,10,770,16,69,10,-9900,99,-9900,99,-9900,99,1.4,51,0.101,1,0.082,1,0.279,51,0.15,0
2010-11-17,15:00,72.1,222.7,431,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,54,28,0,31,54,28,263,10,672,16,56,10,-9900,99,-9900,99,-9900,99,1.4,51,0.101,1,0.082,1,0.279,51,0.15,0
2010-11-17,16:00,80.5,234.4,230,1399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,24,28,0,31,24,28,113,10,455,16,38,10,-9900,99,-9900,99,-9900,99,1.4,3,0.101,1,0.082,1,0.279,51,0.15,0
2010-11-17,17:00,87.7,242.4,30,735,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,28,0,31,3,28,9,10,69,16,6,10,-9900,99,-9900,99,-9900,99,1.3,51,0.101,1,0.082,1,0.279,51,0.15,0
2010-11-17,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.101,1,0.082,1,0.280,51,0.15,0
2010-11-17,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.101,1,0.082,1,0.280,51,0.15,0
2010-11-17,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.101,1,0.082,1,0.280,51,0.15,0
2010-11-17,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.101,1,0.082,1,0.280,51,0.15,0
2010-11-17,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.101,1,0.082,1,0.281,51,0.15,0
2010-11-17,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.101,1,0.082,1,0.281,51,0.15,0
2010-11-17,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.082,1,0.281,51,0.15,0
2010-11-18,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.101,1,0.082,1,0.281,51,0.15,0
2010-11-18,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.082,1,0.282,51,0.15,0
2010-11-18,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.082,1,0.282,51,0.15,0
2010-11-18,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.101,1,0.082,1,0.282,51,0.15,0
2010-11-18,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.082,1,0.283,51,0.15,0
2010-11-18,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.082,1,0.283,51,0.15,0
2010-11-18,7:00,88.8,116.6,7,362,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,28,9,31,1,28,2,10,49,16,1,10,-9900,99,-9900,99,-9900,99,0.8,3,0.101,1,0.052,1,0.283,51,0.15,0
2010-11-18,8:00,82.9,123.0,172,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,87,28,65,31,79,28,83,10,460,16,27,10,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.052,1,0.283,51,0.15,0
2010-11-18,9:00,74.2,134.3,381,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,51,28,0,31,51,28,236,10,715,16,42,10,-9900,99,-9900,99,-9900,99,0.9,51,0.101,1,0.052,1,0.284,51,0.15,0
2010-11-18,10:00,67.0,147.3,546,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,79,28,0,31,79,28,373,10,821,16,53,10,-9900,99,-9900,99,-9900,99,1.0,3,0.101,1,0.052,1,0.284,51,0.15,0
2010-11-18,11:00,62.2,162.0,653,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,97,28,0,31,97,28,465,10,869,16,60,10,-9900,99,-9900,99,-9900,99,1.0,51,0.101,1,0.052,1,0.284,51,0.15,0
2010-11-18,12:00,60.2,177.9,695,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,104,28,0,31,104,28,502,10,883,16,63,10,-9900,99,-9900,99,-9900,99,1.1,51,0.101,1,0.052,1,0.284,51,0.15,0
2010-11-18,13:00,61.4,194.1,670,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,368,28,537,31,111,28,479,10,872,16,61,10,-9900,99,-9900,99,-9900,99,1.1,3,0.101,1,0.052,1,0.285,51,0.15,0
2010-11-18,14:00,65.6,209.2,578,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,390,28,743,31,83,28,399,10,832,16,55,10,-9900,99,-9900,99,-9900,99,1.2,51,0.101,1,0.052,1,0.285,51,0.15,0
2010-11-18,15:00,72.2,222.5,427,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,271,28,743,31,45,28,271,10,743,16,45,10,-9900,99,-9900,99,-9900,99,1.2,51,0.101,1,0.052,1,0.285,51,0.15,0
2010-11-18,16:00,80.7,234.2,227,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,118,28,539,31,31,28,118,10,539,16,31,10,-9900,99,-9900,99,-9900,99,1.2,3,0.101,1,0.052,1,0.286,51,0.15,0
2010-11-18,17:00,87.7,242.1,28,712,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,9,28,113,31,5,28,9,10,113,16,5,10,-9900,99,-9900,99,-9900,99,1.3,51,0.101,1,0.052,1,0.286,51,0.15,0
2010-11-18,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.101,1,0.052,1,0.286,51,0.15,0
2010-11-18,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.101,1,0.052,1,0.286,51,0.15,0
2010-11-18,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.101,1,0.052,1,0.287,51,0.15,0
2010-11-18,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.101,1,0.052,1,0.287,51,0.15,0
2010-11-18,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.101,1,0.052,1,0.287,51,0.15,0
2010-11-18,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.101,1,0.052,1,0.287,51,0.15,0
2010-11-18,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.101,1,0.052,1,0.288,51,0.15,0
2010-11-19,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.100,1,0.052,1,0.288,2,0.15,0
2010-11-19,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.100,1,0.052,1,0.288,51,0.15,0
2010-11-19,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.100,1,0.052,1,0.287,51,0.15,0
2010-11-19,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.100,1,0.052,1,0.287,51,0.15,0
2010-11-19,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.052,1,0.286,51,0.15,0
2010-11-19,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.052,1,0.286,51,0.15,0
2010-11-19,7:00,88.9,116.8,6,338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,28,36,31,1,28,1,10,36,16,1,10,-9900,99,-9900,99,-9900,99,0.7,3,0.100,1,0.062,1,0.286,51,0.15,0
2010-11-19,8:00,83.1,123.2,167,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,45,28,33,31,41,28,78,10,424,16,28,10,-9900,99,-9900,99,-9900,99,0.7,51,0.100,1,0.062,1,0.285,51,0.15,0
2010-11-19,9:00,74.4,134.4,376,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,231,28,695,31,45,28,231,10,695,16,45,10,-9900,99,-9900,99,-9900,99,0.7,51,0.100,1,0.062,1,0.285,51,0.15,0
2010-11-19,10:00,67.3,147.3,541,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,369,28,809,31,57,28,369,10,809,16,57,10,-9900,99,-9900,99,-9900,99,0.7,3,0.100,1,0.062,1,0.284,51,0.15,0
2010-11-19,11:00,62.4,162.0,648,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,174,28,8,31,170,28,462,10,859,16,65,10,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.062,1,0.284,51,0.15,0
2010-11-19,12:00,60.5,177.9,691,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,280,28,60,31,251,28,499,10,874,16,68,10,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.062,1,0.284,51,0.15,0
2010-11-19,13:00,61.6,194.0,665,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,180,28,75,31,144,28,476,10,863,16,66,10,-9900,99,-9900,99,-9900,99,0.9,3,0.100,1,0.062,1,0.283,51,0.15,0
2010-11-19,14:00,65.8,209.0,574,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,199,28,158,31,134,28,396,10,822,16,59,10,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.062,1,0.283,51,0.15,0
2010-11-19,15:00,72.4,222.4,423,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,199,28,283,31,113,28,268,10,729,16,48,10,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.062,1,0.282,51,0.15,0
2010-11-19,16:00,80.8,234.0,223,1400,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,58,28,75,31,46,28,115,10,516,16,33,10,-9900,99,-9900,99,-9900,99,0.8,3,0.100,1,0.062,1,0.282,51,0.15,0
2010-11-19,17:00,87.7,241.8,27,689,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,8,28,1,31,8,28,9,10,94,16,5,10,-9900,99,-9900,99,-9900,99,0.8,51,0.100,1,0.062,1,0.282,51,0.15,0
